type,properties/@id,properties/name,properties/tourism,properties/wheelchair,properties/wikidata,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:province,properties/addr:street,properties/amenity,properties/cuisine,properties/opening_hours,properties/phone,properties/source,properties/addr:unit,properties/check_date,properties/email,properties/website,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/diet:gluten_free,properties/operator,properties/payment:mastercard,properties/payment:visa,properties/drive_through,properties/takeaway,properties/official_name,properties/name:zh,properties/addr:country,properties/website:en,properties/website:fr,properties/url,properties/toilets:wheelchair,properties/created_by,properties/payment:credit_cards,properties/payment:debit_cards,properties/name:en,properties/name:zh-Hans,properties/indoor_seating,properties/outdoor_seating,properties/level,properties/level:ref,properties/note,properties/branch,properties/contact:facebook,properties/delivery,properties/smoking,properties/internet_access,properties/old_name,properties/internet_access:fee,properties/leisure,properties/start_date,properties/website:menu,properties/check_date:currency:XBT,properties/check_date:internet_access,properties/capacity,properties/layer,properties/short_name,properties/reservation,properties/fax,properties/toilets,properties/rice_noodle,properties/alt_name,properties/wheelchair:description,properties/contact:instagram,properties/diet:vegan,properties/delivery:partner,properties/payment:interac,properties/contact:yelp,properties/not:brand:wikidata,properties/check_date:opening_hours,properties/air_conditioning,properties/diet:vegetarian,properties/long_name,properties/diet:meat,properties/payment:cash,properties/payment:e-transfer,properties/self_service,properties/contact:youtube,properties/diet:halal,properties/wifi,properties/stars,properties/attraction,properties/species,properties/brand:en,properties/brand:zh,properties/contact:twitter,properties/internet_access:ssid,properties/source:name,properties/description,properties/shop,properties/diet:seafood,properties/name:cs,properties/name:fr,properties/changing_table,properties/name:ja,properties/diet:keto,properties/facebook,properties/payment:cards,properties/breakfast,properties/payment:american_express,properties/craft,properties/int_name,properties/payment:contactless,properties/species:wikidata,properties/species:wikipedia,properties/rooms,properties/building:levels,properties/twitter,properties/microbrewery,properties/min_age,properties/opening_hours:kitchen,properties/contact:website,properties/lunch,properties/diet:lactose_free,properties/bar,properties/opening_date,properties/addr:county,properties/opening_hours:covid19,properties/all_you_can_eat,properties/toilets:menstrual_products,properties/name:zh-Hant,properties/theme,properties/payment:discover_card,properties/was:contact:google_plus,properties/contact:spotify,properties/contact:tiktok,properties/phone:mnemonic,properties/payment:app,properties/payment:neo,properties/was:website,properties/name:ko,properties/payment:apple_pay,properties/payment:diners_club,properties/payment:jcb,properties/payment:square_wallet,properties/payment:unionpay,properties/diet:pescetarian,properties/sport,properties/cafe,properties/diet:dairy_free,properties/toilets:access,properties/language:en,properties/language:vi,properties/live_music,properties/phone:signed,properties/source:phone,properties/strapline,properties/language:am,properties/old_name:--2017,properties/old_name:2018--2023,properties/diet:mediterranean,properties/highchair,properties/organic,properties/opening_hours:signed,properties/instagram,properties/brewery,properties/toilets:position,properties/drink:coffee,properties/drink:espresso,properties/drink:tea,properties/addr:floor,properties/diet:healthy,properties/diet:local,properties/diet:organic
Feature,node/305239552,Beckham's Pub & Eatery,,,,Point,-114.0246993,51.0808925,node/305239552,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/305315522,Amici Italian Grill & Lounge,,,,Point,-114.0568348,51.155348,node/305315522,Calgary,500,T3K 5Y9,Alberta,Country Hills Boulevard NE,restaurant,italian,Mo-Su 16:00-20:00,+1-403-226-5345,,313,,,http://www.amicicalgary.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/305315528,Ricky's All Day Grill,,,,Point,-114.0546744,51.1553864,node/305315528,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/305315678,Imperial Dynasty Restaurant,,,,Point,-114.0531724,51.1554295,node/305315678,,,,,,restaurant,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/305317191,Saigon Pearl,,,,Point,-114.0673245,51.1406017,node/305317191,Calgary,9650,T3K 0B3,Alberta,Harvest Hills Boulevard N,restaurant,noodle,,+1-403-532-3999,,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/306073038,Simons Valley Ranch,,,,Point,-114.1362724,51.1838261,node/306073038,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/307697234,Madisons Restaurant and Bar,,yes,,Point,-114.0730805,51.1267522,node/307697234,,,,,,restaurant,,,,,,2024-07-27,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/308068722,Vietwest,,,,Point,-114.0706401,51.101839,node/308068722,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/308430315,Top Brass Restaurant & Bar,,,,Point,-114.0166625,51.0811176,node/308430315,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/309711808,Humpty's Family Restaurant,,,,Point,-114.0562747,51.1113744,node/309711808,Calgary,6510,T2K 6H2,,4 Street NE,restaurant,,07:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/312096419,Cherry Inn,,,,Point,-114.0561618,51.1122438,node/312096419,Calgary,6722,T2K 6G9,,4 Street NE,restaurant,chinese,11:00-22:00,+1 403 274 2282,,,,,https://www.cherryinn.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/320441247,Nirvana,,,,Point,-113.9613269,51.0977887,node/320441247,,,,,,restaurant,indian,,,,,,,,,,,,,,,,,,,,,,http://www.nirvanacalgary.com/,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321032639,Graze Restaurant and Grill,,,,Point,-114.0028929,51.0772323,node/321032639,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321034368,King's Restaurant,,,,Point,-114.00079,51.0526305,node/321034368,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321039069,Misai Japanese Restaurant,,,,Point,-114.0137247,51.08105,node/321039069,,,,,,restaurant,japanese;sushi,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321850645,Fusion Sushi,,,,Point,-114.0527671,51.0956755,node/321850645,,511,,,McKnight Boulevard NE,restaurant,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321906600,Pho 501,,,,Point,-114.0535383,51.0954891,node/321906600,,,,,,restaurant,vietnamese;noodle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321906665,Tim Hortons,,,,Point,-114.062756,51.0883947,node/321906665,,,,,,cafe,coffee_shop,,,,,,,,Tim Hortons,Q175106,,,,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,no,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321907814,botaniCa,,,,Point,-114.0099362,51.0674829,node/321907814,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321907902,Samosa Grill,,,,Point,-113.9856869,51.0771068,node/321907902,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,http://www.samosagrill.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321908327,East Side Mario's,,,,Point,-113.989338,51.0745548,node/321908327,,,,,,restaurant,italian,,,,,,,,East Side Mario's,Q5329375,en:East Side Mario's,,,,,,,,,,,,http://www.eastsidemarios.com/lang/en/store/33715/home.phtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321909100,Paul's Pizza,,,,Point,-113.996332,51.0809003,node/321909100,Calgary,2767,,Alberta,32 Avenue NE,restaurant,pizza,,+1 403 250 5200,,,,,https://pauls.pizza/calgary-ne/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/321910754,Starbucks,,,,Point,-114.0648439,51.1609534,node/321910754,,,,,,cafe,coffee_shop,,,,,,,https://www.starbucks.ca/,Starbucks,Q37158,en:Starbucks,,,,,,yes,Starbucks Coffee,,,,,http://www.starbucks.ca,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/330244245,Gus's Cafe & Pizzeria,,,,Point,-114.1285067,51.0673516,node/330244245,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,Potlatch 0.10f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/331689261,Rendezvous Cafe,,,,Point,-114.0866527,51.0479858,node/331689261,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/411900221,Jugo Juice,,,,Point,-114.0659328,51.159545,node/411900221,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,http://www.jugojuice.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/423730798,Haven House Café,,,,Point,-114.0872831,51.0984924,node/423730798,,1107,,,48 Avenue NW,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/471274228,Safari Grill,,,,Point,-113.9929587,51.0499088,node/471274228,,,,,,restaurant,,,,,,,,https://safarigrillcalgary.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/471274440,Coffee Couch,,,,Point,-113.9929181,51.0509533,node/471274440,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/471275257,Inglewood Golf Course,,,,Point,-113.9989153,51.0303885,node/471275257,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/501568748,Smuggler's,,,,Point,-114.070899,50.9920962,node/501568748,,6920,T2H 0L3,,Macleod Trail SE,restaurant,steak_house,"Mo-Fr 11:30-21:00; Sa-Su 10:00-14:00, 17:00-21:00",+1 403-253-5355,,,,info@smugglers.ca,https://www.smugglers.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smuggler's Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/527358106,Noodle King,,,,Point,-114.005659,51.0800013,node/527358106,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/532125240,Starbucks,,,,Point,-114.2006032,51.1281688,node/532125240,Calgary,66,T3G 4J8,,Crowfoot Terrace NW,cafe,coffee_shop,Mo-Fr 06:00-20:00; Sa 06:30-20:00; Su 07:00-18:00,+1 403-208-7100,http://www.crowfootcrossing.com/supplier.php?id=166,,2025-07-22,,https://www.starbucks.ca/store-locator/store/1140,Starbucks,Q37158,en:Starbucks,,,,,,yes,Starbucks Coffee,,,,,,,,,,,,yes,yes,,,,,,,,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/532125477,Starbucks,,,,Point,-114.1602962,51.1567712,node/532125477,,,,,,cafe,coffee_shop,,,,,,,,Starbucks,Q37158,en:Starbucks,,,,,,yes,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/574044278,Freshii,,,,Point,-114.2132522,51.1504561,node/574044278,,,,,,restaurant,salad,,,,,,,,Freshii,Q5503051,en:Freshii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/575696468,Swiss Chalet,,,,Point,-114.1698976,51.0190913,node/575696468,Calgary,5658,T3H 3P8,,Signal Hill Centre SW,restaurant,chicken,,,,,,,,Swiss Chalet,Q2372909,en:Swiss Chalet,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/575696471,Famoso Neapolitan Pizzeria,,,,Point,-114.1688448,51.0168548,node/575696471,Calgary,125,T3H 3C8,,Stewart Green SW,restaurant,pizza,"Su-Th 11:00-23:00, Fr-Sa 11:00-00:00",+1-403-242-2222,,,,,https://famoso.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/575696477,The Second Cup,,,,Point,-114.1697484,51.0191234,node/575696477,Calgary,5644,T3H 3P8,,Signal Hill Centre SW,cafe,coffee_shop,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,no,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/577327604,Denny's,,,,Point,-114.2084619,51.085075,node/577327604,,,,,,restaurant,american,,,,,,,,Denny's,Q1189695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/615096165,Pizza Hut,,,,Point,-114.1663064,51.0357156,node/615096165,,,,,,restaurant,pizza,,,,,,,,Pizza Hut,Q191615,en:Pizza Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/615219031,Chuck E. Cheese,,,,Point,-113.987327,51.0760108,node/615219031,,,,,,restaurant,pizza,,,,,,,https://locations.chuckecheese.com/ca/ab/calgary/2612-32-street-northeast,Chuck E. Cheese,Q2438391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amusement_arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/615219055,Montana's,,,,Point,-113.9892912,51.0738709,node/615219055,,,,,,restaurant,barbecue,,,,,,,,Montana's,Q17022490,en:Montana's BBQ & Bar,,,,,,,Montana's BBQ & Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/615219060,Chianti,,,,Point,-113.9941594,51.0809654,node/615219060,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,http://chianticafe.ca/northeast-index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/615219124,Nando's,,,,Point,-113.9872274,51.081144,node/615219124,,3333,T1Y 6M5,,32 Avenue NE,restaurant,chicken;portuguese,Mo-Su 11:00-23:00,+1 403-769-0610,,,,,https://www.nandos.ca/find/calgary,Nando's,Q3472954,en:Nando's,,,,,,,,,,,,,,,,,,,,,,,,Calgary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/623427724,Friends Cafe,,,,Point,-114.1391778,51.1269437,node/623427724,Calgary,45,T3A 3S8,Alberta,Edenwold Drive NW,cafe,,,+1 403-241-5526,,104,,,https://friendscafeyyc.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,https://friendscafeyyc.ca/menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/636095580,Moxie's,,,,Point,-114.000792,51.0947735,node/636095580,Calgary,29,,AB,Hopewell Way NE,restaurant,grill,Su-Mo 07:00-22:00; Tu-Th 07:00-23:59; Fr-Sa 07:00-01:00,+1 403-219-2482,,,,,https://moxies.com/restaurants/calgary-barlow,Moxie's,Q6927497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/667533420,Starbucks,,,,Point,-114.082536,50.9854268,node/667533420,,,,,,cafe,coffee_shop,,,,,,,,Starbucks,Q37158,en:Starbucks,,,,,,yes,Starbucks Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/679513132,Waves Coffee House,,,,Point,-114.191817,51.0342775,node/679513132,Calgary,30,,,Springborough Boulevard SW,cafe,coffee_shop,"Mo-Fr 06:00-22:00, Sa-Su 07:00-22:00",,,160,,,https://wavescoffee.com,Waves Coffee House,Q114096538,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,2022-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/694986713,Ricky's,,,,Point,-114.0706786,50.9970957,node/694986713,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/697163491,Baek Jeong Premium Korean BBQ House,,,,Point,-114.1624596,51.0173467,node/697163491,,5255,,,Richmond Road SW,restaurant,korean,Mo-Th 16:30-22:00; Fr 16:30-23:00; Sa 12:00-23:00; Su 12:00-22:00,+1-403-984-5777,,,,yyc.west@baekjeong.ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/697163667,Golden Bell,,,,Point,-114.160906,51.0166407,node/697163667,,5255,,,Richmond Road SW,restaurant,vietnamese,"Mo-Th 10:30-21:00; Fr,Sa 10:30-21:30; Su 11:00-20:00",+1-403-240-4048;+1-403-474-0074,,460,,,http://goldenbellrichmond.ca/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
