type,properties/@id,properties/addr:city,properties/addr:country,properties/addr:postcode,properties/addr:street,properties/addr:suburb,properties/amenity,properties/brand,properties/brand:wikidata,properties/brand:wikipedia,properties/cuisine,properties/internet_access,properties/name,properties/opening_hours,properties/operator,properties/outdoor_seating,properties/phone,properties/website,properties/wheelchair,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/fhrs:id,properties/smoking,properties/addr:housenumber,properties/check_date,properties/indoor_seating,properties/addr:housename,properties/email,properties/source:addr,properties/tourism,properties/diet:gluten_free,properties/diet:vegan,properties/diet:vegetarian,properties/disused:amenity,properties/old_name,properties/payment:cash,properties/bar,properties/air_conditioning,properties/check_date:opening_hours,properties/level,properties/payment:contactless,properties/payment:credit_cards,properties/payment:debit_cards,properties/payment:mastercard,properties/payment:visa,properties/ref,properties/takeaway,properties/official_name,properties/branch,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/wikidata,properties/wikipedia,properties/capacity,properties/drive_in,properties/addr:floor,properties/description,properties/internet_access:fee,properties/microbrewery,properties/organic,properties/food,properties/source,properties/addr:unit,properties/opening_hours:signed,properties/ref:vatin,properties/real_ale,properties/shop,properties/historic,properties/memorial,properties/religion,properties/subject:wikidata,properties/subject:wikipedia,properties/wikimedia_commons,properties/addr:state,properties/payment:cards,properties/toilets,properties/source:name,properties/toilets:unisex,properties/reservation,properties/not:addr:postcode,properties/check_date:diet:vegetarian,properties/alt_name,properties/fhrs:local_authority_id,properties/layer,properties/note,properties/addr:parentstreet,properties/fixme,properties/ele,properties/source:addr:postcode,properties/contact:phone,properties/name:en,properties/name:zh-Hans,properties/baby,properties/drive_through,properties/changing_table,properties/toilets:wheelchair,properties/internet_access:ssid,properties/contact:email,properties/contact:website,properties/highchair,properties/wheelchair:description,properties/addr:place,properties/payment:american_express,properties/payment:visa_debit,properties/not:fhrs:addr:postcode,properties/delivery,properties/brand:en,properties/brand:zh,properties/name:zh,properties/breakfast,properties/internet_access:operator,properties/url,properties/amenity:restaurant,properties/fhrs:rating,properties/closed,properties/rooms,properties/contact:city,properties/contact:country,properties/contact:housenumber,properties/contact:postcode,properties/contact:street,properties/short_name,properties/old_amenity,properties/artwork_type,properties/self_service,properties/old_fhrs:id,properties/changing_table:fee,properties/kids_area:indoor,properties/toilets:access,properties/payment:discover_card,properties/changing_table:location,properties/stars,properties/payment:diners_club,properties/diet:halal,properties/drinking_water:refill,properties/drinking_water:refill:network,properties/name:th,properties/website:menu,properties/start_date,properties/diet:jain_vegetarian,properties/ref:vcgi:esiteid,properties/diet:meat,properties/pets_allowed,properties/building,properties/dinner,properties/lunch,properties/website:orders,properties/check_date:diet:vegan,properties/indoor,properties/dog,properties/diet:non-vegetarian,properties/live_music,properties/construction,properties/check_date:diet:gluten_free,properties/opening_hours:url,properties/kids_area,properties/kids_area:fee,properties/kids_area:outdoor,properties/kids_area:supervised,properties/payment:coins,properties/entrance,properties/survey:date,properties/cafe,properties/nohousenumber,properties/fee,properties/street_vendor,properties/fast_food,properties/not:brand:wikidata,properties/brewery,properties/toilets:menstrual_products,properties/payment:maestro,properties/payment:goldback
Feature,node/346977748,Manchester,,M2 5NT,Mount Street,,cafe,Starbucks,Q37158,en:Starbucks,coffee_shop,,Starbucks,,,,,https://www.starbucks.com/store-locator/store/2792/manchester-mount-street-the-lexicon-10-12-mount-street-manchester-eng-m-2-,yes,Point,-2.2457214,53.4779459,node/346977748,1819829,,10-12,,,The Lexicon,,,,,,,,,,,,,,,,,,,,yes,Starbucks Coffee,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/346984594,Manchester,,,Oxford Street,,restaurant,,,,italian;pizza,,Don Giovanni's,,,,,,yes,Point,-2.2434906,53.4769182,node/346984594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/347023161,Manchester,GB,M1 4PY,Portland Street,,cafe,,,,,,Blank Street,,,,,,,Point,-2.2422178,53.4760849,node/347023161,,,131-133,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/357163891,Manchester,,M4 1LP,Hilton Street,,cafe,,,,,,Rustica,,,,,,,Point,-2.235176,53.4833704,node/357163891,1821421,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/357201437,Manchester,,M4 4AF,Shudehill,,restaurant,,,,,,Glasshouse,,,,,,,Point,-2.2366962,53.4856543,node/357201437,,,70,2025-05-07,,Crowne Plaza Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/357201545,Manchester,,M4 4AA,Shudehill,,cafe,,,,,,Cafe North,,,,,,,Point,-2.2369822,53.485575,node/357201545,1820402,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free wifi available for customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/357204999,Manchester,GB,M4 1EZ,Shudehill,,cafe,,,,,,Turkish Grill,,,no,,,,Point,-2.2381899,53.4849217,node/357204999,1820680,,40,,no,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/357208953,Manchester,GB,M4 1EW,Soap Street,,restaurant,,,,indian,,This & That,Su-Th 11:30-20:00; Fr-Sa 11:30-21:00,,,,https://thisandthatcafe.co.uk/,,Point,-2.2381287,53.4847055,node/357208953,1819090,,3,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/357286489,Manchester,GB,M4 1HS,Copperas Street,,restaurant,,,,chinese,,Sweet Mandarin,,,,,,,Point,-2.2363427,53.4848012,node/357286489,1819908,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/412821349,Manchester,GB,M1 1HF,Newton Street,,cafe,,,,,,Super Sandwich,,,,,,,Point,-2.2341689,53.4811141,node/412821349,1818965,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/412839072,Manchester,GB,M1 1BY,Lever Street,,restaurant,,,,coffee_shop;brunch;breakfast,,19 Cafe Bar,Mo-Fr 09:00-17:00; Sa 09:00-18:00; Su 10:00-17:00,,yes,,,yes,Point,-2.2352622,53.4817641,node/412839072,1819790,,19,,,Chatsworth House,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/413373377,Manchester,GB,M4 1LF,Oldham Street,,cafe,,,,british,wlan,Koffee Pot,,,yes,,,,Point,-2.2332547,53.4841433,node/413373377,1819218,outside,80-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/413517181,,,,,,restaurant,,,,,,The Olive Press,,,,,,,Point,-2.2487982,53.4793147,node/413517181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/471275058,,,,,,restaurant,,,,,,Pine Tree,,,,,,,Point,-83.7665317,37.1429768,node/471275058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/523079901,,,,,,restaurant,PizzaExpress,Q662845,en:PizzaExpress,pizza;italian,,PizzaExpress,,Pizza Express,yes,,https://www.pizzaexpress.com/manchester-piccadilly-gardens,yes,Point,-2.2364237,53.4805462,node/523079901,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/529051894,Manchester,,M1 3WD,Canal Street,,restaurant,,,,chinese,,Chuan,"Mo-Th 16:00-02:00, Fr-Su 12:00-02:00",,no,,,,Point,-2.2375248,53.4766935,node/529051894,1220686,no,44,2025-06-07,,,,FHRS Open Data,,,,yes,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/529054551,Manchester,GB,M1 3HE,Canal Street,,restaurant,,,,burger;chicken;deli;pizza,,Village Brasserie,We 16:00-22:00; Th 12:00-22:00; Fr 10:00-22:00; Sa 10:00-23:00; Su 10:00-20:00,,,,https://www.velvetmanchester.com/village-brasserie,,Point,-2.2353133,53.4780601,node/529054551,,,1,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/760520763,Manchester,,,Piccadilly Station Approach,,cafe,Caffè Nero,Q675808,en:Caffè Nero,coffee_shop,,Caffè Nero,Mo-Sa 07:00-19:00; Su 08:30-18:00,,yes,,https://www.caffenero.com/uk/stores/manchester-piccadilly-approach,limited,Point,-2.232327,53.4789019,node/760520763,331286,,,2025-11-17,yes,Gateway House,,,,,,,,,,,,2025-11-17,,,,,,,,yes,,,,,,,,,,,,,,,,,1,no,795871268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/793235121,,,,,,restaurant,,,,italian,,Fratello's,,,,,https://www.fratellos.com/,,Point,-71.467512,42.998479,node/793235121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/909300413,,,,,,restaurant,,,,,,San Rocco,,,,,,,Point,-2.2468906,53.5145813,node/909300413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/968444150,,,,,,cafe,,,,,,Nod's Roundthorn Cafe,,,,,,,Point,-2.2943756,53.3927328,node/968444150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/972980709,Manchester,,M1 3NR,Whitworth Street,,restaurant,,,,japanese,,Samsi,,,,,,no,Point,-2.236495,53.476127,node/972980709,1819004,,36-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/998382550,Manchester,GB,M1 4BH,Oxford Street,,restaurant,,,,caribbean,,Turtle Bay,,,,,,,Point,-2.2426784,53.4766181,node/998382550,1820399,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1104503056,Manchester,GB,M19 3NP,Stockport Road,,restaurant,,,,,,The Taste of Shinwari,,,,,,,Point,-2.1896528,53.4419779,node/1104503056,1821482,,945,,,,,,,,,,,,,,,2024-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1116043873,,,,,,restaurant,,,,mexican,,La Carreta,,,,,,,Point,-71.4346395,42.9486713,node/1116043873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1181397080,Manchester,,M1 7EE,Oxford Road,,restaurant,,,,asian,,Umami,,,,,,,Point,-2.2366947,53.469953,node/1181397080,,,149-153,2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1181397129,Manchester,,M1 7EE,Oxford Road,,cafe,Chaiiwala,Q124478909,,coffee_shop,,Chaiiwala,,,,,,,Point,-2.2366555,53.4699093,node/1181397129,,,149-153,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1186782261,,,,,,cafe,,,,,,Big Easy Bagel and Deli,,,,,,,Point,-71.4543168,42.9382355,node/1186782261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1186782542,,,,,,restaurant,,,,pizza,,Simon's Pizza and Roast Beef,,,,,https://www.simonspizzaandroastbeef.com/,,Point,-71.4542903,42.9380577,node/1186782542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1312802629,Manchester,GB,M3 4LZ,Castle Street,,restaurant,,,,,,Albert's Shed,,,yes,+44 161 839 9818,http://albertsshed.com/,,Point,-2.2556096,53.4742566,node/1312802629,,,20,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1316628929,,,,,,restaurant,,,,,,Choice,,,,,,,Point,-2.255609,53.4732714,node/1316628929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1317584719,Manchester,GB,M1 3NY,Whitworth Street,,restaurant,,,,,,Han Dynasty,,,no,,,no,Point,-2.2374078,53.4756804,node/1317584719,,,61-63,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1325521461,Manchester,,M1 7DB,Charles Street,,restaurant,,,,chinese,,One+,,,,,,,Point,-2.2383845,53.4739379,node/1325521461,1819759,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1327607723,,,,,,,,,,,,Pope John Paul II (31st May 1982),,,,,,,Point,-2.2615547,53.5291313,node/1327607723,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memorial,stone,christian,Q989,en:Pope John Paul II,"File:Heaton Park Papal Monument, Heaton Park, Manchester, UK.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1340398102,,,,,,restaurant,,,,,,Sanan,,,,,,,Point,-2.1987802,53.4559155,node/1340398102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1359479839,,,,,,restaurant,,,,,,Second Floor Restaurant,,Harvey Nichols,yes,,,yes,Point,-2.2445419,53.484226,node/1359479839,,,,2024-12-22,yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1422928371,,,,,,restaurant,,,,,,Le Cantee,"Mo-Su,PH 09:00-18:00",,,,,,Point,-2.2356502,53.4249383,node/1422928371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1424677507,Manchester Center,,05255,Main Street,,restaurant,,,,diner,,Up for Breakfast,Mo-Fr 07:00-12:30; Sa-Su 7:00-13:30,,,+1-802-362-4204,https://www.upforbreakfastvt.com,no,Point,-73.0557812,43.177327,node/1424677507,,,4935,,,,,,,,,,,,yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2nd Floor,,,,,,,,,,,VT,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1429281792,,,,,,cafe,,,,,,Inspire Café,,,,,,yes,Point,-2.1914991,53.4479738,node/1429281792,,,,2025-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1436092382,Manchester,GB,M4 1PN,Church Street,,,,,,,,The Light Boutique ApartHotel,,,,,,limited,Point,-2.2378816,53.4829533,node/1436092382,,,20,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1436093078,Manchester,,M4 1PN,Church Street,,cafe,,,,,,Seed & Cherry,,,,,,limited,Point,-2.2377649,53.4829305,node/1436093078,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1436096930,Manchester,GB,M4 1DZ,Turner Street,,cafe,,,,international;juice,wlan,Earth Vegetarian Cafe and Juice Bar,Mo-Fr 10:00-16:00; Sa 10:00-17:00,,,+44 161 834 1996,http://earthcafe.co,,Point,-2.2378765,53.4837644,node/1436096930,,,16-20,,,,,,,yes,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1483342959,,,,,,restaurant,,,,,,Shady Glen,,,,,,,Point,-72.4845774,41.7859525,node/1483342959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7460891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1483343113,Manchester,,06042,Tolland Turnpike,,restaurant,,,,,,Kumar's South Indian Restaurant,,,,,,,Point,-72.5150375,41.8096357,node/1483343113,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,,,,,,,,,,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1492120855,Manchester,,M15 6AD,Higher Cambridge Street,,restaurant,,,,chinese,,Noodle Emoji,We-Mo 16:00-22:30,,,,,,Point,-2.2393687,53.4673691,node/1492120855,,,,,,Noodle Emoji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1492350794,Manchester,,M4 2BS,Withy Grove,,restaurant,Hard Rock Cafe,Q918151,en:Hard Rock Cafe,american,,Hard Rock Cafe,,,,,,,Point,-2.2415124,53.4849349,node/1492350794,,,27,,,The Printworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local knowledge,7-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1502881764,Manchester,,M1 5QA,Oxford Road,,cafe,Caffè Nero,Q675808,en:Caffè Nero,coffee_shop,wlan,Caffè Nero,"Mo-Fr 07:00-17:00; Sa,Su 09:00-16:00",,no,,https://www.caffenero.com/uk/stores/manchester-oxford-rd,yes,Point,-2.2399151,53.4730296,node/1502881764,1819105,no,8A,2024-08-22,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1502881868,Manchester,,M1 6EY,Oxford Road,,cafe,Starbucks,Q37158,en:Starbucks,coffee_shop,wlan,Starbucks,"Mo-Fr 06:30-21:00; PH,Su 07:30-20:00; Sa 08:30-21:00",,yes,,https://www.starbucks.com/store-locator/store/2425/manchester-oxford-st-1-5-oxford-road-manchester-eng-m-1-6-ey-gb,yes,Point,-2.240021,53.4737001,node/1502881868,1819905,no,1,,,,,,,,,,,,,,,,,,,,,,,yes,Starbucks Coffee,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/1520847848,Manchester,GB,M2 4EG,Princess Street,,restaurant,,,,korean,,Ban Di Bul,Mo-Sa 12:00-23:00,,,+44 161 236 9733,https://www.bandibul.co.uk/,,Point,-2.2425024,53.4788793,node/1520847848,1816779,,77,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
