type,properties/@id,properties/name,properties/tourism,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/created_by,properties/addr:city,properties/addr:housenumber,properties/addr:postcode,properties/addr:state,properties/addr:street,properties/amenity,properties/brand,properties/brand:wikidata,properties/cuisine,properties/official_name,properties/addr:suburb,properties/addr:unit,properties/contact:facebook,properties/contact:instagram,properties/delivery,properties/level,properties/opening_hours,properties/phone,properties/takeaway,properties/website,properties/branch,properties/ref,properties/attraction,properties/is_in:theme_park,properties/species:wikipedia,properties/species:wikidata,properties/bar,properties/check_date,properties/internet_access,properties/name:es,properties/outdoor_seating,properties/payment:cash,properties/payment:credit_cards,properties/payment:debit_cards,properties/reservation,properties/toilets,properties/toilets:wheelchair,properties/wheelchair,properties/wikidata,properties/wikipedia,properties/addr:housename,properties/addr:country,properties/source,properties/source:date,properties/internet_access:fee,properties/alt_name,properties/drink:alcohol,properties/note,properties/smoking,properties/diet:meat,properties/payment:bitcoincash,properties/brand:wikipedia,properties/contact:phone,properties/contact:website,properties/description,properties/capacity,properties/email,properties/name:fr,properties/name:en,properties/disused:amenity,properties/shop,properties/diet:vegan,properties/diet:vegetarian,properties/ref:miaaddr,properties/name:de,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning_contactless,properties/payment:onchain,properties/survey:date,properties/air_conditioning,properties/payment:american_express,properties/payment:diners_club,properties/payment:discover_card,properties/payment:mastercard,properties/payment:visa,properties/indoor_seating,properties/opening_hours:covid19,properties/wikimedia_commons,properties/contact:twitter,properties/image,properties/loc_name,properties/website:menu,properties/diet:healthy,properties/self_service,properties/brewery,properties/pub,properties/short_name,properties/rooms,properties/old_name,properties/phone:mnemonic,properties/diet:non-vegetarian,properties/payment:contactless,properties/diet:beef,properties/diet:pork,properties/diet:seafood,properties/diet:chicken,properties/payment:bank_card,properties/contact:tripadvisor,properties/contact:yelp,properties/diet:gluten_free,properties/facebook,properties/instagram,properties/mobile,properties/parking,properties/panoramax,properties/check_date:currency:XBT,properties/payment:lightning:operator,properties/contact:tiktok,properties/language:en,properties/language:es,properties/payment:apple_pay,properties/payment:gift_card,properties/payment:google_pay,properties/payment:paypal,properties/payment:samsung_pay,properties/start_date
Feature,node/7844732326,Mambo Cafe,,Point,-80.18522,25.777287,node/7844732326,,,,,,,restaurant,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8062993229,Le Jardinier,,Point,-80.1920264,25.8147141,node/8062993229,,Miami,151,33137,FL,Northeast 41st Street,restaurant,,,,,,135,,,,,,-9766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8063296597,Ladurée - Design District,,Point,-80.1926147,25.8121578,node/8063296597,,Miami,140,33137,FL,Northeast 39th Street,cafe,,,french,,,137,,,,,,+1 786-238-7250,,https://www.laduree.us/,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.laduree.us/laduree-miami-design-district.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8063344808,MIA MARKET,,Point,-80.1917148,25.8124133,node/8063344808,,Miami,140,33137,FL,Northeast 39th Street,restaurant,,,,,,241,,,,2,,-10304,,https://www.miamarket.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8063912872,SWAN & BAR BEVY,,Point,-80.1935703,25.8125966,node/8063912872,,Miami,90,33137,FL,Northeast 39th Street,restaurant,,,,,,,,,,,,-2002,,,,,,,,,,07-09-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8075240534,MICHAEL'S GENUINE FOOD & DRINK,,Point,-80.1926943,25.8132532,node/8075240534,,Miami,130,33137,FL,Northeast 40th Street,restaurant,,,,,,,,,,,,-6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8075407943,MC Kitchen,,Point,-80.1912625,25.814206,node/8075407943,,Miami,4141,33137,FL,Northeast 2nd Avenue,restaurant,,,,,,101A,,,,,,+1 305-456-9948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8075407944,Mercato,,Point,-80.1912692,25.814275,node/8075407944,,Miami,4141,33137,FL,Northeast 2nd Avenue,restaurant,,,,,,,,,,,,+1 786-332-3772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8372106524,American,,Point,-80.2028634,25.7727196,node/8372106524,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American and Cuban coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8615496440,The Café at Books and Books,,Point,-80.1893704,25.7873468,node/8615496440,,Miami,1300,33132,FL,Biscayne Boulevard,restaurant,,,,,,,,,,,,,,https://booksandbooks.com/,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8674303312,Rigattis Cafe,,Point,-80.193904,25.7732188,node/8674303312,,,,,,,cafe,,,,,,,,,,,,,,https://www.rigattiscafemiami.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8688955185,La Licuadora,,Point,-80.1901604,25.7750532,node/8688955185,,,,,,,restaurant,,,,,,,,,,,,,,https://www.lalicuadoramiamifl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8691773632,China Lee,,Point,-80.2036409,25.7662412,node/8691773632,,,,,,,restaurant,,,asian;chinese,,,,,,yes,,,,yes,https://www.chinaleemiamifl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8694449286,Exupery Burger & Tacos,,Point,-80.2241922,25.765441,node/8694449286,,,,,,,restaurant,,,,,,,,,,,,,,https://www.exuperyburgertaco.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8694944761,Pauloluigi,,Point,-80.2394891,25.7356427,node/8694944761,,,,,,,restaurant,,,,,,,,,,,,,,https://www.pauloluigicg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8695151745,New York Roma Pizza,,Point,-80.1900992,25.7728274,node/8695151745,,,,,,,restaurant,,,pizza,,,,,,,,,,,https://miami.newyorkromapizzapasta.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8698410413,Vero italian,,Point,-80.1923208,25.7732191,node/8698410413,,,,,,,restaurant,,,,,,,,,,,,,,https://www.orderveroitalian.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8699013758,Monalisa Pizzeria Italian Restaurant,,Point,-80.2726987,25.7643636,node/8699013758,,,,,,,restaurant,,,pizza,,,,,,,,,,,https://monalisapizzeria.menufy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8713382843,305 Pizza,,Point,-80.1981994,25.7999652,node/8713382843,,,,,,,restaurant,,,pizza,,,,,,,,,,,https://www.order305pizza.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8714158480,Sammys Kitchen,,Point,153.4448534,-28.0753388,node/8714158480,,,,,,,restaurant,,,chinese,,,,,,,,Mo-Su 17:00-21:00,+61 7 5520 0988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8714158481,Caffeine Kings,,Point,153.4448464,-28.0752866,node/8714158481,,,,,,,cafe,,,,,,,,,,,,+61 491 114 739,,https://caffeinekings.com.au/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8786362780,GVA BOX,,Point,-80.192091,25.7747467,node/8786362780,,Miami,39,33132,FL,Northeast 1st Avenue 2b,cafe,,,,,,,,,,,,-8591,,https://gvabox.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8871944117,Thriller Miami Speedboat Adventures,attraction,Point,-80.185741,25.7776843,node/8871944117,,Miami,401,33132,FL,Biscayne Boulevard,,,,,,,,,,,,,-3953,,https://www.thrillermiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health and safety Measures; Appointment required,,,,,,,,,sales@thrillermiami.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9033506450,Bariloche Gourmet,,Point,-80.2225926,25.7617886,node/9033506450,,Miami,1198,33135,FL,Southwest 17th Avenue,restaurant,,,argentinian,,,,,,,,Mo-Su 07:00-21:00,-4345,yes,https://barilochegourmet.com/,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9170248719,Cvltvra,,Point,-80.1898724,25.785046,node/9170248719,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9170248720,"The Gabriel Miami Downtown, Curio Collection by Hilton",hotel,Point,-80.1899305,25.785214,node/9170248720,,Miami,1100,33132,FL,Biscayne Boulevard,,Curio Collection,Q19903229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q111887625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9172427171,Japow,,Point,-80.1923522,25.8143755,node/9172427171,,Miami,151,33137,FL,Northeast 41st Street,restaurant,,,,,,,,,,,,,,https://www.japoworiginal.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9172427172,ZZ’s Sushi Bar,,Point,-80.192705,25.8147215,node/9172427172,,Miami,151,33137,FL,Northeast 41st Street,restaurant,,,sushi;japanese,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9172498773,L'ATELIER DE JOEL ROBUCHON,,Point,-80.1920295,25.8147738,node/9172498773,,Miami,151,33137,FL,Northeast 41st Street,restaurant,,,french,,,235,,,,,,-9776,,https://latelier-miami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9172548204,{petite} maman,,Point,-80.1926165,25.8122631,node/9172548204,,Miami,140,33137,FL,Northeast 39th Street,cafe,,,japanese,,,136,,,,,,+1 786-580-5938,,https://mamannyc.com/locations/design-district,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9173724327,Hyatt Centric Brickell Miami,hotel,Point,-80.1906291,25.7610141,node/9173724327,,Miami,1102,33131,FL,Brickell Bay Drive,,Hyatt Centric,Q109277705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9177017397,Hyatt Centric Brickell Miami,hotel,Point,-80.1904641,25.7629207,node/9177017397,,,,,,,,Hyatt Centric,Q109277705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9182991961,Tacomi,,Point,-80.1915376,25.8132865,node/9182991961,,Miami,3930,33137,FL,Northeast 2nd Avenue,restaurant,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9188647952,Kimpton EPIC Hotel,hotel,Point,-80.18913,25.7706352,node/9188647952,,Miami,270,33131,FL,Biscayne Boulevard,,Kimpton,Q6410248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q111393148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9276824809,Mr Itoshin,,Point,153.4337602,-28.07383,node/9276824809,,,,,,,restaurant,,,japanese,,,4,,,,,Mo 17:30-20:00; Tu-We off; Th-Su 17:30-20:00,+61 411 130 747,,https://www.facebook.com/itoshinnabe/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9281790690,Liquid Things,,Point,153.4334079,-28.0736658,node/9281790690,,,,,,,cafe,,,,,,18,,,,,Mo-Fr 05:00-13:00; Sa-Su 05:00-11:00,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moja Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9347869634,Nectar Espresso,,Point,153.4465253,-28.0743262,node/9347869634,,,,,,,cafe,,,,,,,,,,0,Mo-Fr 05:30-13:00; Sa-Su 05:30-14:00,,,https://surfclubaustralia.com/nectar-espresso/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9559444279,Peacock Garden,,Point,-80.2405783,25.7268921,node/9559444279,,,,,,,restaurant,,,,,,,,,,,,,,https://peacockgardenrestobar.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9586789117,Yotel Miami,hotel,Point,-80.1897088,25.777435,node/9586789117,,,,,,,,YOTEL,Q8046002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9674745317,Carnival Cruise,attraction,Point,-80.1734911,25.7776866,node/9674745317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9675672817,MSC Cruises,attraction,Point,-80.1648222,25.7743163,node/9675672817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9696314017,El Taquito,,Point,-80.2183431,25.7656195,node/9696314017,,,,,,Southwest 8th Street,restaurant,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9791519417,Manta Miami,,Point,-80.1971158,25.8006833,node/9791519417,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9882027171,Motek - Mediterranean Cafe & Restaurant,,Point,-80.1928576,25.7749083,node/9882027171,,,36,,,NE 1st St,restaurant,,,mediterranean,,,132,,,,,,+1 786-953-7689,,https://motekcafe.com/,,,,,,,,11-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9882027534,Manolo & Rene Grill,,Point,-80.1887709,25.7760781,node/9882027534,,,188,,,Northeast 3rd Avenue,restaurant,,,cuban,,,,,,,,24-Jul,+1 305-358-4488,,https://www.manologrill.com/,,,,,,,,11-07-2022,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,info@manologrill.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9882027951,Ten Fruits,,Point,-80.1884493,25.7761374,node/9882027951,,,143,,,Northeast 3rd Avenue,restaurant,,,salad;sandwich;juice,,,,,,,,,+1 305-373-7678,,https://tenfruits.com/,,,,,,,,11-07-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9982774517,Old Greg’s Pizza,,Point,-80.1914737,25.8110809,node/9982774517,,Miami Design District,3620,33137,FL,Northeast 2nd Avenue,restaurant,,,pizza;local,,,,,,,,,+1 866-653-4734,yes,https://www.oldgregspizza.com/,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pizzeria and restaurant in Miami's Design District with funky, swamp vibes, an eclectic playlist, and an ever-changing selection of low-intervention, biodynamic & natural new-wave wines that will make you down with O.G.P. ...yeah you know me!",miami design district,,,,,,yes,yes,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/5fd943929f6d8f67d97893b6/cb264089-1aa1-4b5f-9fbb-5db782ea59e1/OLDGREGS-DEC-2544.jpg?format=2500w,,,,,,,,,,+1 866-OLD-GREG,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9996482852,Groovys Pizza & Grill,,Point,-80.2381244,25.740882,node/9996482852,,Miami,2770,33133,FL,Southwest 27th Avenue,restaurant,,,pizza;burger,,,,,,,,,-8093,,https://www.groovyspizzaandgrill.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10111835504,Le Chick Miami,,Point,-80.2005344,25.7999337,node/10111835504,,,,,,,restaurant,,,,,,,,,,,,+1 786-216-7086,,https://www.lechickmiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10138428303,Hometown Barbecue,,Point,-80.2157109,25.7974226,node/10138428303,,Miami,1200,33142,FL,Northwest 22nd Street,restaurant,,,barbecue,,,,,,,,,-5251,,https://hometownbbqmiami.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10138464476,I Think She Is,,Point,-80.1964325,25.7674322,node/10138464476,,Miami,169,33130,FL,Southwest 7th Street,cafe,,,coffee_shop,,,,,,,,"Mo-Th 07:30-20:00; Fr,Sa 07:00-20:00; Su 08:30-16:00",+1 786-977-8473,,https://ithinksheis.com/,,,,,,,,05-10-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,04-10-2022,,,,,,,,,,,,,https://ithinksheis.com/miami-i-think-she-is-food-menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10138489986,Sushi Garage Cocowalk,,Point,-80.2418681,25.7285113,node/10138489986,,Coconut Grove,3015,33133,FL,Grand Avenue,restaurant,,,sushi,,,,,,,,,-5953,,https://www.sushigarage.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10144415389,Ironside Pizza,,Point,-80.1882133,25.8451977,node/10144415389,,Miami,7580,33138,FL,Northeast 4th Court,restaurant,,,pizza,,,,,,,,,+1 786-743-7967,,https://www.pizzaironside.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,04-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10157798617,Norweigan Cruise Lines,attraction,Point,-80.1657167,25.7747237,node/10157798617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10162408017,Royal Caribbean Port,attraction,Point,-80.1590068,25.7723009,node/10162408017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10280833494,ARCH Café,,Point,-80.1912111,25.7604821,node/10280833494,,,Arch Building,,,"1395 Brickell Avenue Suite #140 2nd Floor, Miami, FL 33131, United States",cafe,,,,,,,,,,,Mo-Su 07:00-16:30,+1 305-577-6003,,https://brickellarchcafe.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10304415773,Piola Brickell,,Point,-80.1933094,25.7622019,node/10304415773,,Miami,1250,33130,FL,South Miami Avenue,restaurant,,,pizza,,,,,,,,"Mo-Th 11:00-23:00, Fr 11:00-24:00, Sa 12:00-24:00, Su 12:00-23:00",-709,,https://piolausa.com/locations-miami-brickell-fl/,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,"Piola is a Pizzeria from the heart of Treviso, serving genuine Italian tradition of simple & delicious food with quality service & ambiance. Call now to connect with us!",,piolabrickell@piolausa.com,,,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10567233849,Thyme Machine,,Point,-80.1929626,25.7621379,node/10567233849,,,,,,,cafe,,,lebanese,,,,,,,,07:00-00:00,-8510,,https://www.thymemachinecafe.com/,,,,,,,,19-01-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@thymemachinecafe.com,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10612936199,Yotel Miami,hotel,Point,-80.1897375,25.7764295,node/10612936199,,Miami,227,33132,FL,Northeast 2nd Street,,YOTEL,Q8046002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10612936200,Yotelpad Miami,hotel,Point,-80.1896463,25.7764014,node/10612936200,,Miami,227,33132,FL,Northeast 2nd Street,,YOTEL,Q8046002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10615715125,La Gazzetta,,Point,-80.193572,25.763975,node/10615715125,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10749095005,The Plantisserie,,Point,-80.1929186,25.8424534,node/10749095005,,,7316,33138,,Northeast 2nd Avenue,restaurant,,,,,,,,,,,,-4650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10781661352,Amarres de amor Florida,,Point,-80.1925692,25.7752852,node/10781661352,,,43,33132,,Northeast 1st Street,restaurant,,,,,,,,,,,,-9679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
