type,properties/@id,properties/addr:city,properties/addr:country,properties/addr:state,properties/heritage:operator,properties/historic,properties/is_in:city,properties/is_in:country,properties/is_in:country_code,properties/is_in:iso_3166_2,properties/is_in:state,properties/name,properties/name:ar,properties/name:bg,properties/name:bn,properties/name:en,properties/name:hi,properties/name:ja,properties/name:ka,properties/name:ml,properties/name:or,properties/name:ru,properties/name:ta,properties/name:th,properties/name:uk,properties/name:zh,properties/ref:whc,properties/start_date,properties/tourism,properties/whc:criteria,properties/whc:inscription_date,properties/wikidata,properties/wikipedia:en,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/access,properties/common_name:en,properties/name:de,properties/name:fr,properties/name:it,properties/opening_hours,properties/wikipedia,properties/castle_type,properties/addr:postcode,properties/breakfast,properties/check_date,properties/internet_access,properties/internet_access:fee,properties/swimming_pool,properties/website,properties/amenity,properties/diet:vegetarian,properties/addr:housenumber,properties/addr:street,properties/stars,properties/addr:full,properties/email,properties/phone,properties/postal_code,properties/source,properties/smoking,properties/wheelchair,properties/beds,properties/rooms,properties/designation,properties/addr:housename,properties/alt_name,properties/cuisine,properties/url,properties/addr:district,properties/description,properties/phone2,properties/capacity,properties/takeaway,properties/payment:credit_cards,properties/payment:debit_cards,properties/brand,properties/brand:wikidata,properties/contact:facebook,properties/contact:instagram,properties/contact:twitter,properties/level,properties/operator,properties/brand:wikipedia,properties/name:ko,properties/int_name,properties/delivery,properties/outdoor_seating,properties/diet:vegan,properties/inscription,properties/addr:unit,properties/name:hu,properties/name:pt,properties/air_conditioning,properties/fax,properties/payment:cash,properties/payment:contactless,properties/short_name,properties/contact:email,properties/opening_hours:covid19,properties/addr:floor,properties/not:name,properties/parking,properties/addr:locality,properties/shop,properties/brand:pa,properties/brand:ur,properties/name:pa,properties/name:ur,properties/official_name,properties/official_name:pa,properties/official_name:ur,properties/entrance,properties/highchair,properties/website:menu,properties/drive_through,properties/payment:cards,properties/payment:mobile_phone,properties/payment:upi,properties/contact:phone,properties/reservation,properties/toilets,properties/toilets:access,properties/addr:place,properties/mobile,properties/branch,properties/payment:google_pay,properties/payment:mastercard,properties/payment:phonepe,properties/payment:visa,properties/payment:zomato_pay,properties/price,properties/type,properties/disused,properties/brewery,properties/changing_table,properties/microbrewery,properties/bar,properties/building:levels,properties/name:mr,properties/fee
Feature,node/8043906266,,,,,,,,,,,Hotel Green Valley - Oyo,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8806784,27.0085164,node/8043906266,,,,,,,,,,,,,,,http://www.hotelgreenvalley.in/,,,,,,,,+919116666501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8044543830,,,,,,,,,,,Chaudhary Canteen,,,,,,,,,,,,,,,,,,,,,,Point,75.8385864,26.7795829,node/8044543830,,,,,,,,,,,,,,,,cafe,,,IT Park Road,,,,,,,yes,,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8068694159,,,,,,,,,,,Cafe Coffee Day,,,,,,,,,,,,,,,,,,,,,,Point,75.8083773,26.8593503,node/8068694159,,,,,,,,,,,,,,,,cafe,,Ground Floor,Calgiri Road,,,,,,,,,,,,,,coffee_shop,,,,,,yes,,,Cafe Coffee Day,Q5017235,,,,,,en:Café Coffee Day,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8071848433,Jaipur,,,,,,,,,,Hotel Aqua,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7381233,26.9148104,node/8071848433,,,,,,,,,,,,,,,,,,B-104,Vaishali Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8084157086,,,,,,,,,,,Cafe Coffee Day,,,,,,,,,,,,,,,,,,,,,,Point,75.7849972,26.9016256,node/8084157086,,,,,,,,,,,,,,,,cafe,,,Hawa sadak,,,,,,,,,,,,,,coffee_shop,,,,,,yes,,,Cafe Coffee Day,Q5017235,,,,,,en:Café Coffee Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8119003843,,,,,,,,,,,Coffee Break,,,,,,,,,,,,,,,,,,,,,,Point,75.738462,26.9091075,node/8119003843,,,,,,Mo-Su 10:30-23:00,,,,,,,,,,cafe,,,,,"Jagdamba Colony, Nursery Circle",,+916376615428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8119003881,,,,,,,,,,,Hotel Lavanya Heritage Jaipur,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7960023,26.9207967,node/8119003881,,,,,,,,,,,,,,,,,,12 park street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8119003884,,,,,,,,,,,Branson Backpacker Homestay,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7544061,26.9654987,node/8119003884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8125607613,,,,,,,,,,,Cafe Coffee Day,,,,,,,,,,,,,,,,,,,,,,Point,75.8365725,26.9031,node/8125607613,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,coffee_shop,,,,,,yes,,,Cafe Coffee Day,Q5017235,,,,,,en:Café Coffee Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8137399270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,75.815063,26.9075297,node/8137399270,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8140978704,,,,,,,,,,,Dengri's - The Restro Lounge,,,,,,,,,,,,,,,,,,,,,,Point,75.7434242,26.9102046,node/8140978704,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8171528584,,,,,,,,,,,Canteen,,,,,,,,,,,,,,,,,,,,,,Point,75.9304523,27.2272714,node/8171528584,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8171738003,,,,,,,,,,,Neota Dam,,,,,,,,,,,,,,,,,attraction,,,Q108439897,,Point,75.6811564,26.8039663,node/8171738003,,,,,,,en:Nevta Dam,,,,,,,,,,,,,,,,,,,,,,,,,nevta dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8379213954,Jaipur,,,,,,,,,,Coffee America,,,,,,,,,,,,,,,,,,,,,,Point,75.7735375,26.8613782,node/8379213954,,,,,,Mo-Su 10:00-23:00,,,302020,,,yes,yes,,,cafe,,76\9,Shipra Path,,,,+917737034113,,,,,,,,,,coffee_shop;pizza;italian;chinese;regional,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8485907521,Jaipur,,,,,,,,,,Riverarch Greenfields Resort,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.9984314,27.1735291,node/8485907521,,,,,,,,,302001,,,yes,,,https://www.riverarch.in/,,,"105, Charanwas",,,,sales@riverarch.in,,,,,limited,,74,,,,,,,,,,,,,Riverarch Greenfields Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8530757357,Ballupura,IN,Rajasthan,,,,,,,,"Devi Ratn, Jaipur - IHCL SeleQtions",,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8806182,26.9169874,node/8530757357,,,,,,,,,302031,,,,,,,,,,"Tehsil, Agra Rd",,,,,,,,,,,,,,,,Jaipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamdoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8624888435,,,,,,,,,,,Mehta Pustak Bhandar,,,,,,,,,,,,,,,,,,,,,,Point,75.8216071,26.9194619,node/8624888435,,,,,,,,,,,,,,,,restaurant,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8624888436,,,,,,,,,,,Black Pizza,,,,,,,,,,,,,,,,,,,,,,Point,75.822165,26.9061335,node/8624888436,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8887611105,jaipur,,,,,,,,,,bablu tea stall,,,,,,,,,,,,,,,,,,,,,,Point,75.8940019,26.8465067,node/8887611105,,,,,,,,,302017,,,no,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8887645034,jaipur,,,,,,,,,,omji tea stole,,,,,,,,,,,,,,,,,,,,,,Point,75.8922946,26.8414227,node/8887645034,,,,,,,,,302017,,,no,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8887995501,,,,,,,,,,,braj tea stall,,,,,,,,,,,,,,,,,,,,,,Point,75.8919855,26.8413945,node/8887995501,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8900651448,,,,,,,,,,,banavari thadi,,,,,,,,,,,,,,,,,,,,,,Point,75.8769066,26.8358975,node/8900651448,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8903968898,,,,,,,,,,,Tan-Sukh,,,,,,,,,,,,,,,,,,,,,,Point,75.7530934,26.9035157,node/8903968898,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/8980301067,,,,,,,,,,,Hyatt Regency Jaipur,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.75364,26.8304735,node/8980301067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyatt Regency,Q1425063,,,,,,en:Hyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9173723548,,,,,,,,,,,Alila Fort Bishangarh,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8945405,27.3214139,node/9173723548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9249525420,Jaipur,,,,,,,,,,Starbucks,,,,,,,,,,,,,,,,,,,,,,Point,75.7952607,26.9108631,node/9249525420,,,,,,Mo-Su 09:00-22:00,,,302007,,,wlan,customers,,https://www.starbucks.in/,cafe,,"A-5, Suryavanshi Pearl",Chomu House Circle,,,,,,,,,,,,,,coffee_shop;coffee,,,,,,,,,Starbucks,Q37158,,,,,,en:Starbucks,,,,,,,,,,,,,,,,,,,,,,ਸਟਾਰਬਕਸ,اسٹاربکس,ਸਟਾਰਬਕਸ,اسٹاربکس,Starbucks Coffee,ਸਟਾਰਬਕਸ ਕੌਫੀ,اسٹاربکس کافی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9495760718,,,,,,,,,,,Café BAE,,,,,,,,,,,,,,,,,,,,,,Point,75.7929507,26.899789,node/9495760718,,,,,,Mo-Su 09:00-22:30,,,,,,,,,hotellasvegasjaipur.com,cafe,,"A/1, 21","Sahkar Marg, Near 22 Godown Circle, C Scheme, Jaipur, Rajasthan 302006",,,,,,,,,,,,,,,,,"Breakfast, Continental & Asian fare served in a family-friendly space with outdoor seating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/9628392199,,,,,,,,,,,Amer Palace,,,,,,,,,,,,,,,,,attraction,,,,,Point,75.8537139,26.9859367,node/9628392199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10013086817,,,,,,,,,,,,,,,Coffee Sutra,,,,,,,,,,,,,,,,,,Point,75.794676,26.9053547,node/10013086817,,,,,,,,,,,,wlan,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10013473818,,,,,,,,,,,thali and more,,,,Thali & more,,,,,,,,,,,,,,,,,,Point,75.805667,26.9109569,node/10013473818,,,,,,,,,,,,,,,,restaurant,,"1st floor plot no, C 46, Sarojini Marg, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001",,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10015685917,,,,,,,,,,,,,,,Cafe Earnest,,,,,,,,,,,,,,,,,,Point,75.8035336,26.9103022,node/10015685917,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10015695217,Jaipur,,,,,,,,,,,,,,Matti Indian Cafe House,,,,,,,,,,,,,,,,,,Point,75.8015928,26.9154568,node/10015695217,,,,,,,,,,,,wlan,,,,restaurant,,"9th Floor, International Business Centre, Malviya Marg, C Scheme, Jaipur, Rajasthan 302001",Ashok Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10020311919,,,,,,,,,,,,,,,Ministry of Roasters,,,,,,,,,,,,,,,,,,Point,75.8104302,26.8512734,node/10020311919,,,,,,Mo-Su 10:00-22:00,,,,,,wlan,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10075161117,,,,,,,,,,,,,,,Lassi Kachori,,,,,,,,,,,,,,,,,,Point,75.8192314,26.9170949,node/10075161117,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10180851803,,,,,,,,,,,Fairmont Jaipur,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.890182,27.0309013,node/10180851803,,,,,,,,,,,,,,,https://www.fairmont.com/jaipur/,,,,,,,,+91 142 642 00 00,,,,,,,,,,,,,,,,,,,Fairmont,Q1393345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10180862678,,,,,,,,,,,Le Méridien Jaipur Resort & Spa,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.8885293,27.0320761,node/10180862678,,,,,,,,,,,,,,,https://www.marriott.com/en-us/hotels/jaimd-le-meridien-jaipur-resort-and-spa/overview/,,,,,,,,+91 1426-403333,,,,,,,,,,,,,,,,,,,Le Méridien,Q261077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10219412192,,,,,,,,,,,Pachamama HOTEL,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7793544,26.907979,node/10219412192,,,,,,,,,,,,,,,https://www.facebook.com/pachamamajaipur,,,,,,,,096800 00227,,,,,,,,,,,,,Guest house / Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10240017409,,,,,,,,,,,,,,,The Burning bites (non veg),,,,,,,,,,,,,,,,,,Point,75.8669355,26.9914732,node/10240017409,,,,,,Mo-Su 09:00-22:00,,,302028,,,,,,,restaurant,,,Amer Road,,,,+91 8076135082,,,,,,,,,,chinese;indian;italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10259447809,,,,,,,,,,,Vinay Restaurant,,,,Jas kitchen,,,,,,,,,,,,,,,,,,Point,75.7970653,26.9280901,node/10259447809,,,,,,We-Mo 12:30-23:30,,,,,,,,,,restaurant,,B19,Shiv Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10554256109,,,,,,,,,,,"Sarovar Premier, Jaipur",,,,"Sarovar Premiere, Jaipur",,,,,,,,,,,,,hotel,,,,,Point,75.7973361,26.8822107,node/10554256109,,,,,,,,,302015,,,wlan,,,https://www.sarovarhotels.com/sarovar-premiere-jaipur/,,,,Sahakar Marg,,,,0141 439 8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10554368724,Jaipur,,Rajasthan,,,,,,,,Hotel Prince,,,,,,,,,,,,,,,,,hotel,,,,,Point,75.7962798,26.8814329,node/10554368724,,,,,,,,,302015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10554368725,Jaipur,,Rajasthan,,,,,,,,Terrazzo,,,,,,,,,,,,,,,,,,,,,,Point,75.7974672,26.881962,node/10554368725,,,,,,,,,302015,,,,,,,restaurant,,,Sahkar Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10554368726,Jaipur,,Rajasthan,,,,,,,,"Talk Of The Town, Lal Kothi",,,,,,,,,,,,,,,,,,,,,,Point,75.797106,26.8824325,node/10554368726,,,,,,,,,302015,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10554368728,Jaipur,,Rajasthan,,,,,,,,The Khopcha Cafe,,,,,,,,,,,,,,,,,,,,,,Point,75.7975186,26.8819484,node/10554368728,,,,,,,,,302015,,,,,,,cafe,,,Sahakar Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10561385109,,,,,,,,,,,Kabul Chicken Sajji,,,,,,,,,,,,,,,,,,,,,,Point,75.8300509,26.9221585,node/10561385109,,,,,,,,,,,,,,,,restaurant,,,Ramganj Bazaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10574350310,,,,,,,,,,,,,,,Shree Gopi Bhojnalaya (Cheap and good Vegetarian Food),,,,,,,,,,,,,,,,,,Point,75.8223161,26.9223469,node/10574350310,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10744673403,,,,,,,,,,,Café coffee day,,,,,,,,,,,,,,,,,,,,,,Point,75.8495623,26.9854069,node/10744673403,,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10745129341,,,,,,,,,,,Rajastani Thali Dal Baati Churma,,,,,,,,,,,,,,,,,,,,,,Point,75.7908643,26.9274262,node/10745129341,,,,,,11:00-23:00,,,,,,,,,,restaurant,,,,,,,085295 58481,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10747713654,,,,,,,,,,,Diwan-i-Khas,,,,,,,,,,,,,,,,,attraction,,,,,Point,75.8506391,26.985793,node/10747713654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10749484305,,,,,,,,,,,,,,,Bloom Boutique - Chelon ki Haveli,,,,,,,,,,,,,hotel,,,,,Point,75.8271768,26.9267364,node/10749484305,,,,,,24/7,,,302002,,,wlan,,,,,,185,Khavas Ji Ka Rasta,,,,+911141225666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10842112205,,,,,,,,,,,,,,,Hotel Castle Kanota,,,,,,,,,,,,,hotel,,,,,Point,75.9480362,26.8723569,node/10842112205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10892429053,,,,,,,,,,,Aulakh Hotel,,,,,,,,,,,,,,,,,,,,,,Point,75.5020535,26.8146711,node/10892429053,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10892429054,,,,,,,,,,,Aulakh Punjabi Hotel,,,,,,,,,,,,,,,,,,,,,,Point,75.5031103,26.814853,node/10892429054,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10899269954,Jaipur,,,,,,,,,,The Warehouse Cafe,,,,,,,,,,,,,,,,,,,,,,Point,75.8036761,26.8860135,node/10899269954,,,,,,Mo-Su 10:00-20:00,,,302015,,,,,,,cafe,,,Gandhi Marg,,,,,,,,,,,,,,coffee_shop;chinese;asian;ice_cream;chocolate,,,,,45,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10904661341,,,,,,,,,,,the doors restaurant,,,,,,,,,,,,,,,,,,,,,,Point,75.81012,26.91579,node/10904661341,,,,,,,,,,,,,,,,restaurant,,"WR86+73P Khandaka Mansion, Mirza Ismail Rd, near Rajmandir Cinema, Panch Batti, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10904661667,,,,,,,,,,,matti indian cafe house,,,,,,,,,,,,,,,,,,,,,,Point,75.8015668,26.9160713,node/10904661667,,,,,,,,,,,,,,,,cafe,,"9th Floor, International Business Centre, Malviya Marg, C Scheme, Jaipur, Rajasthan 302001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10904668786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,75.8099241,26.9151658,node/10904668786,,,,,,,,,,,,,,,,cafe,,"Silver Square Mall, Shop No. 15,16,17, C-18, Cinema Bhagwandas Marg, near Raj Mandir, C Scheme, Jaipur, Rajasthan 302001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10904677037,,,,,,,,,,,Punjab Rasoi Restaurant,,,,,,,,,,,,,,,,,,,,,,Point,75.8492276,26.8265338,node/10904677037,,,,,,,,,,,,,,,,restaurant,yes,,,,,,,,,,,,,,,,indian;punjabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10904677048,,,,,,,,,,,Chai Aashram,,,,,,,,,,,,,,,,,,,,,,Point,75.8495723,26.8302623,node/10904677048,,,,,,,,,,,,,,,,cafe,,,"C-96A, Road No 7, CBI Fatak Road, Chandragupta Nagar, Jagatpura, Jaipur, Rajasthan 302017",,,,,,,,,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/10904687646,,,,,,,,,,,Let's Brew Coffee,,,,,,,,,,,,,,,,,,,,,,Point,75.844543,26.8282916,node/10904687646,,,,,,,,,,,,,,,,cafe,,,"Purshat Nagar, Jagatpura Near Tata Motors, Khatu Shyam Ji Mandir, Jaipur, Rajasthan 302017",,,,,,,,,,,,,,burger;coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
